,asin,product_name,product_rating,product_rate_count,category,description
364,B017U71W52,"AGPTEK Adjustable Sport in-Ear Wired Earphone for Mp3 Players, Smartphones, Laptops, Tablets with 3.5mm Audio Line-in, 5 Sets Silicon Ear Buds,Green",4.1 out of 5 stars,182 ratings,"['Electronics', 'Headphones', 'Earbud Headphones']","['Make sure this fits\nby entering your model number.', 'HD SOUND FOR MUSIC AND PHONE CALLS: Noise isolating in-ear design with energetic sound and enhanced bass', ""SECURE FIT OVER EAR EARBUDS: Thanks to pliable over the ear loops and ergonomic ear bud design, these workout headphones in ear fit comfortably and stay put in ears while you're runing, jogging, weight lifting, walking and gym training.No need to stop your workout to adjust the ear buds any more. It also come with 5 ear piece sizes to ensure a custom comfortable fit"", 'HANDS FREE CALL AND MUSIC CONTROL: Built-in microphone and multifunction control: Answer Calls - End Calls - Fast Forward - Rewind - Pause - Play. You can use the in line button to take a call. The microphone allows you to communicate hands free, so that you can keep on your exercise.', 'FULLY COMPARTIBILITY: Ideal for devices with 3.5mm interface, Such as Apple Devices, Androids Smartphone, Windows Phone, MP3/MP4 Player, Portable Musics Player, Computer, Laptop, Tablet Devices .', ""SWEAT PROOF: Sweat-proof headphones provides increased durability and long-term wearing comfort. If there are any issues, we'll give you a total refund or a replacement, at no cost without questions asked. We just want your 100% satisfaction.""]"
365,B01E0C9P2C,"Canon EF 50mm f/1.8 STM Lens with 3pc Filter Kit (UV, CPL, FLD), Deluxe Lens Pouch, Lens Hood, Deluxe Cleaning Kit, Lens Accessory Bundle",4.2 out of 5 stars,104 ratings,"['Electronics', 'Camera & Photo', 'Accessories', 'Digital Camera Accessories', 'Accessory Kits']","['No deductibles or added costs. Parts, labor and shipping included.', ""Drops, spills and cracked screens covered from day one. Other breakdowns covered after the manufacturer's warranty expires."", 'Includes 24/7 tech support - setup, connectivity issues, troubleshooting and much more.', ""File a claim online or by phone 24/7. If we can't repair it, we'll replace it or reimburse the purchase price with an Amazon e-gift card."", 'Plans are only valid for new or certified refurbished products purchased in the last 30 days with no pre-existing damage. Protection plan documents will be delivered via email within 24 hours of purchase.']"
366,B017QQWQT8,"ESR Case for Surface Pro 7 (2019) / Pro 6 (2018) / Pro 5 (2017) / Pro 4 (2015) 12.3inch Tablet, Multi-Angle Business Cover with Pen Holder [Magnetic Lock Design] Compatible with Type Cover Keyboard",4.4 out of 5 stars,246 ratings,"['Electronics', 'Computers & Accessories', 'Tablet Accessories', 'Bags, Cases & Sleeves', 'Cases']","['Make sure this fits\nby entering your model number.', '[Compatibility]: Specially designed for the Microsoft Surface Pro 7 (2019) / Pro 6 (2018)/Surface Pro 5 (2017)/Pro 4 (2015). Compatible with Type Cover (keyboard not included).', '[Classic and Stylish]: Smooth microfiber lining and faux leather makes this classic and stylish case smooth to the touch, all while providing all-around protection.', '[Multi-Angle Stand]: Adjust to different angles for better viewing or typing. Easy-to-take-off design latches to the corners of the Surface Pro, holding it securely in place.', '[Functional Design]: The built-in pen holder lets you store your stylus or Surface Pen while the inside pocket lets you keep your business cards easily accessible.', '[Full Protection]: Specially designed edges are slightly longer (4mm) to help protect your device from drops and scratches.']"
367,B01D4BY2SC,co2crea Hard Travel Case for Anker SoundCore 1/2 / Motion B Portable Outdoor Sports Bluetooth Speaker (Black),4.8 out of 5 stars,474 ratings,"['Electronics', 'Accessories & Supplies', 'Audio & Video Accessories', 'Speaker Parts & Components', 'Case Hardware & Latches']","['co2crea Hard Travel Case for Anker SoundCore 1/2 / Motion B Portable Outdoor Sports Bluetooth Speaker', 'The case is shockproof dustproof and water resistance, protect your favorite device from bumps dents and scratches', 'Material: EVA, Color: Black', 'For sale is case only (device and accessories are not included)']"
368,B017Q8ZVWK,"BENFEI DisplayPort to HDMI, Gold-Plated DP Display Port to HDMI Adapter (Male to Female) Compatible for Lenovo Dell HP and Other Brand",3.9 out of 5 stars,"2,212 ratings","['Electronics', 'Computers & Accessories', 'Computer Accessories & Peripherals', 'Computer Cable Adapters', 'Parallel Adapters']","['Make sure this fits\nby entering your model number.', 'COMPACT DESIGN - The compact-designed portable Benfei DisplayPort to HDMI adapter connects a computer, desktop, laptop, or other devices with DisplayPort port to a monitor, projector, HDTV, or other devices with HDMI port; Tuck this lightweight gadget into your bag or pocket to do a business presentation with your laptop and projector, or extend your desktop screen to a monitor or TV; A HDMI cable is required.', 'SUPERIOR STABILITY - Built-in advanced IC chip converts DisplayPort signal to HDMI signal; It is NOT a bi-directional converter and cannot transmit signals from HDMI to DisplayPort', 'INCREDIBLE PERFORMANCE - The DisplayPort male to HDMI female converter supports resolutions up to 1920x1080@60Hz (1080p Full HD) including 720p, 1600x1200, 1280x1024 for high definition monitors or projectors, supports flawless audio pass-thru for uncompressed digital 7.1, 5.1 or 2 channels; Gold plated DisplayPort connector resists corrosion and abrasion and improve the signal transmission performance; Molded strain relief increases cable durability', 'LATCHES DESIGN: DisplayPort connector with latches provides a secure connection, the latches will improve the connection stability in usage. When plug out, please press the realse button, and easy to pull out.', '18 MONTH WARRANTY - Exclusive Benfei Unconditional 18-month Warranty ensures long-time protection of your purchase; Friendly and easy-to-reach customer service to solve your problems timely']"
369,B01CQD1EF8,"ECSEM Replacement Silicon Fastener Ring Connector Security Loop Compatible with Fitbit Charge HR Wireless Activity Wristband ONLY(10, Black)",4.5 out of 5 stars,97 ratings,"['Electronics', 'Wearable Technology', 'Accessories', 'Arm & Wristband Accessories']","['This silicone rings fit for Fitbit Charge HR Wireless Activity Wristband Only', 'Anti-slip design.This watch band Keeper fasteners design is Anti-slip, Can be well inserted into the buckle hole of the strap, not easy to fall off. (Tracker or Wristband is NOT included)', 'Package is only include silicone rings, not include the band and tracker. The rings are simple and very easy to use. Save your money to buy a new fitbit hr', 'Comfortable wearing experience and perfect fit the Fitbit Charge HR Wireless Activity Wristband very well', 'Package: 10 x black band keeper replacement fitbit charge hr safe rings silicon fastener rin connect security loops']"
370,B019D04S4G,iXCC Premium Gold-Plated 3.5mm Male to 2 RCA Female Stereo Audio Y Adapter Extension Cable (1ft),4.7 out of 5 stars,219 ratings,"['Electronics', 'Accessories & Supplies', 'Audio & Video Accessories', 'Cables & Interconnects', 'Audio Cables', 'RCA Cables']","['iXCC: Trusted by 5 million+ people for high quality innovative products.', '3.5mm male to 2RCA female 1 foot extension cord is perfect to plug a portable CD player, MP3 player, iPod, smartphone, tablet, PC sound card and other devices with aux connector into the existing RCA connections that runs into your home theater audio system, HDTV, gaming consoles and other systems (for audio only )', 'Built with dual-shielding, gold-plated, corrosion-resistant high-quality polished metal connectors making it less susceptible to outside interference.(EMI protection)', 'Seamlessly transmits stereo audio for high quality sound.', 'iXCC 2-year product replacement warranty.']"
371,B01DUTOI5U,Samsung UN40KU6300 40-Inch 4K Ultra HD Smart LED TV (2016 Model),4.2 out of 5 stars,"1,574 ratings","['Electronics', 'Television & Video', 'Televisions', 'LED & LCD TVs']","['4K UHD resolution provides 4x sharper picture than full HD; Built-in Wi-Fi for Smart TV capabilities', 'PurColor brings you closer to what nature intended with accurate expression of color in life-like detail; 3 HDMI, 2 USB', 'UHD Dimming puts you in the forefront of advancements in color, contrast, and sharpness. It uses new technology to create a more vibrant viewing experience than you’ve ever seen', 'Upscaling Picture Engine upgrades lower resolution movies and TV shows to a stunning near ultra high-definition experience with enhanced detail and optimized picture quality', 'Dimensions (W x H x D): TV without stand: 36.1"" x 21.1"" x 2.5"", TV with stand: 36.1"" x 23.5"" x 11.3""']"
372,B01HB7MUSY,Drhob Mini Wireless Bluetooth Earphone Headset Headphone Inear Earbud New Arrival （Colour: Black）,2.8 out of 5 stars,85 ratings,"['Electronics', 'Headphones', 'Earbud Headphones']","['Fits tight and comfortably in most ears.', 'Has a very good range allowing movement for exercise, driving or cooking.', 'Voice commands let you know when the power is low or distance breached.', 'Voice command speaks phone number! Answer by pressing button (if u want).', 'Listen to music, videos while keeping your other ear free (for safety).']"
373,B01FSBYA2E,"Tkasing Replacement Fitness Wristband Band for Garmin Vivofit Replacement Strap Bands S L Small Lager Size,NOT for Garmin Vivofit 2/3/JR/HR",3.6 out of 5 stars,123 ratings,"['Electronics', 'Wearable Technology', 'Clips, Arm & Wristbands']","[""AVAILABLE LENGTH: [Large: 5.9-8.2 Inches/152-210mm. Small: 4.7-6.8 Inches/120-186mm]. Precise multiple holes design for you to adjust the bracelet to a suitable length. You don't have to worry about improper size."", 'EXTRA PROTECTION: Fit for Garmin Vivofit perfectly, you don’t need to worry the band will pop off.', 'PREMIUM MATERIAL: Made of medical-grade rubber, soft and breathable elastic band, comfortable for sporting time, nice replacement for lost or damaged bracelet.', 'OPTIONAL FASHION COLORS: Various color bands for you to use for your every outfit every day, perfectly fit women and men, boys and girls, creates a strong statement for yourself.', 'CUSTOMER SERVICE: If there is any quality problem or something wrong with the color and size, please don’t hesitate to contact us.']"
374,B01GYZ0Z0Y,"Regetek 7"" Double DIN Touchscreen in Dash Bluetooth Car Stereo Mp3 Audio 1080P Video Player FM Radio/AM Radio/TF/USB/AUX-in + Remote Control",3.1 out of 5 stars,305 ratings,"['Electronics', 'Car & Vehicle Electronics', 'Car Electronics', 'Car Video', 'In-Dash DVD & Video Receivers']","['digital in-dash double Din car receiver (Some vehicles may require dash kit/fascia kit for installation)If your current head unit measures roughly 7"" long 4"" tall, then contact REGETEK CUSTOMER SERVICE for recommendation to buy Install Dash mount Kit to fit your car.', '7 inch Double Din car stereo,800 * 480 16:9 digital Multi-color LCD touchscreen,1080P high resolution,Wireless remote control.', 'Support Bluetooth for hands-free calling & playing music(Built-in voice Microphone in the control panel);FM radio(18 stations) & AM radio(12 stations); Built-in USB & AUX input & Subwoofer Output.Built-in TF memory card slot up to 32G.', 'Support steering wheel control, rearview camera input. Multi-language.', 'Amplifier:50 Watts x 4 Max Power. Package included: 1 x Car radio player; 1 x Remote Control; 1 x English Manuel; 2 x Universal Wire Harness']"
375,B01G81XOIO,ELP IP PoE Camera mini black case wide lens HD resolution for indoor or machine vision use (3.6mm Lens),2.1 out of 5 stars,7 ratings,"['Electronics', 'Camera & Photo', 'Video Surveillance', 'Surveillance Cameras', 'Hidden Cameras']","['Make sure this fits\nby entering your model number.', '2megapixel 1080p HD resolution', 'wide angle lens 3.6mm, 3.7mm pinhole or 180degree fisheye lens', 'PoE power over ethernet, no need addtional power adaptor', 'mini size can hidden in any security surveillance system or inside machine video view']"
376,B01BUYMSKO,"1X2 Mini HDMI Splitter 1080P 3D Support, AGPtEK 1-in-2-out Digital HDMI V1.3 Splitter Distributor Compatible with HDTV, Home Theater LED Blu Ray PS4 STB",4.0 out of 5 stars,19 ratings,"['Electronics', 'Accessories & Supplies', 'Audio & Video Accessories', 'Satellite TV Equipment', 'Splitters']","['Make sure this fits\nby entering your model number.', '【1 in 2 out】-- It allows you to distribute 1 HDMI source to 2 HDMI displays simultaneously, analyze and processing frequency up to 225MHz', '【Mini Dimension】--This splitter features with a small footprint, allows it to hide behind your home theater equipment', '【No Signal Loss】--This HDMI splitter with wired can achieve up to 49ft/15m long-distance signal transmission via cascade; with an advanced and strong chip, EDID works within 4 seconds', '【Broad compatibility】--Support 480P, 576P, 720P, 1080i, 1080P and 3D data transfer and LPCM, Dolby-AC3, DTS7.1, DSD/Dolby True HD/DTS-HD master audio', '【Support signal bumper and HDCP】--Built-in circuit can protect your devices well. Unique design for heat dissipation -- no worry about over-heat; We stand by our products 100% with a 12-month warranty']"
377,B018NDFQGI,iShoot Lens Tripod Mount Ring for Nikon RT-1 Nikkor AF-S 300mm F/4E PF ED VR and 70-200mm F/4G ED VR -with Quick Release Plate,4.3 out of 5 stars,25 ratings,"['Electronics', 'Camera & Photo', 'Accessories', 'Lens Accessories', 'Tripod Mount Rings']","['Make sure this fits\nby entering your model number.', '★Made of aviation aluminum materials, CNC precision machining, anodized surface, with stainless steel screw, light weight hollow out design, net weight is about 160g.', '★Referring to and modified from Nikon original standard design, structure is enhanced, details are improved, and add the function of quick release plate, more practical.', '★Tripod mount ring\'s inner diameter is about 68mm, using embedded flocking to increase contact surface; with three marks, convenient for lens rotation and alignment; fast spring lock, convenient for quick assembly and disassembly or adjust camera body for composition; removable quick release plate structure, reserved 1/4"" and 3/8 "" screw holes.', '★Quick release plate is AS 39mm standard, compatible with RRS / ARCA-SWISS / KIRK / WIMBERLEY / MARKINS / SUNWAYFOTO / KANGRINPOCHE / BENRO / SIRUI / MARSACE / ISHOOT ball head of Arca 39mm fit, suitable for IS-JZ30 / IS-JZ50 / IS- JZ64 / IS-QJ58 / IS-QJ64 / IS-JZ60BK / IS-JZ70MFT / IS-JZ80BK', '★Suitable for Nikon AF-S 300mm F/4E PF ED VR and AF-S 70-200mm F / 4G ED VR lenses']"
378,B01CG0MMAW,FOSCAM FN3109H 9-Channel HD IP Cameras Input H.264/MJPEG ONVIF Cameras Supported NVR,3.3 out of 5 stars,62 ratings,"['Electronics', 'Security & Surveillance', 'Surveillance Video Equipment', 'Surveillance Video Recorders']","['Make sure this fits\nby entering your model number.', '-9-ch HD IP Cameras access', '-H.264 Main Profile video Compression', '-Supports HDMI and VGA local display', '-Compatible with Foscam HD and MJPEG cameras', '-9-ch Video Synchronous Playback.']"
379,B01CEFLA2U,Panasonic Wings RP-BTS30-W Wireless Bluetooth In-Ear Earbuds Noise Isolating Water Resist Sport Headphones with Mic and Controller - White,3.8 out of 5 stars,316 ratings,"['Electronics', 'Headphones', 'Earbud Headphones']","['No deductibles or added costs. Parts, labor and shipping included.', ""Drops, spills and cracked screens covered from day one. Other breakdowns covered after the manufacturer's warranty expires."", 'Includes 24/7 tech support - setup, connectivity issues, troubleshooting and much more.', ""File a claim online or by phone 24/7. If we can't repair it, we'll replace it or reimburse the purchase price with an Amazon e-gift card."", 'Plans are only valid for new or certified refurbished products purchased in the last 30 days with no pre-existing damage. Protection plan documents will be delivered via email within 24 hours of purchase.']"
380,B0196PR0H0,BANDC Red Micro SD/SDHC/SDXC Card Storage holder case,3.9 out of 5 stars,91 ratings,"['Electronics', 'Computers & Accessories', 'Computer Accessories & Peripherals', 'Memory Card Accessories', 'Memory Card Cases']","['Your Rescue Plan documents will be delivered to you via email only to the address associated with your Amazon.com account and can be found in your account message center within the Buyer/Seller Messages.', 'If your device stops working, the Rescue data recovery plan will recover the data from the failed device and return it to you on a new piece of external storage media.', 'Covers new removeable flash memory device of any brand when purchased within 30 days (receipt must be retained for purchases not on the same transaction).', 'Free shipping for in–lab data recovery; 24/7 online case status tracking', 'If your data isn’t recovered, you get your money back.']"
381,B01AHKYIRS,0,0,0,0,0
382,B01BKMM3L0,0,0,0,0,0
383,B01BZFYOPU,YCS Basics Headphones + Mic/Stereo Headset Adapter Cable for Office/Home Phones,3.9 out of 5 stars,47 ratings,"['Electronics', 'Accessories & Supplies', 'Audio & Video Accessories', 'Headphone Accessories', 'Adapters']","['See product description after the bullet points for important compatibility notes', 'One 2.5mm TRS (Tip, Ring, Sleeve) 3 Conductor / 3 Pole male connector to one 3.5mm TRRS (Tip, Ring, Ring, Sleeve) 4 Conductor / 4 Pole female connector', 'Adapter cable allows you to use a 3.5mm TRRS stereo headset or headphones with a built-in-microphone with home/office phones that use a 2.5mm TRS plug', 'Compatible with gaming headsets that use a single 3.5mm TRRS connector.', 'Compatible with Android / Apple headphones with built-in-microphone (compatible with devices that use the CTIA/AHJ wiring standard and is not compatible with the OMTP wiring standard)']"
384,B01C7A3W7S,Sigma Mount Converter MC-11 For Use With Canon SGV Lenses for Sony E,4.4 out of 5 stars,99 ratings,"['Electronics', 'Camera & Photo', 'Lenses', 'Camera Lenses']","['Make sure this fits\nby entering your model number.', 'offered in both SA-Sony FE and Canon EOS EF-Sony FE version', 'offers full electronic control of the lens, including autofocus and aperture selection', 'Support for both in len optical stabilizer or in camera shake reduction', 'PLEASE NOTE: Kindly refer the User Manual and Instructional Video before use which is highly essential.', 'VERY IMPORTANT: Kindly check Technical Specification for compatibility chart.']"
385,B018Q6AAIQ,"VCE USB C Cable, 3.3FT USB C to USB 3.0 Cable for Galaxy S8/S8 Plus,LG G6, Nexus 5X,Pixel C,New Mackbook-Black",4.2 out of 5 stars,111 ratings,"['Electronics', 'Computers & Accessories', 'Computer Accessories & Peripherals', 'Cables & Interconnects', 'USB Cables']","['Make sure this fits\nby entering your model number.', ""VCE USB C Cable meets USB Type C 1.0/1.1 specification, the pullup resistor is 56kΩ,won't damage your device."", 'USB-C Cable with reversible Connector: Special reversible USB Type C Connector, Smaller, smarter and more convenient!Plug and unplug easily without checking for the connector orientation.', 'Special design USB C Cable,supports New Macbook 12 Inch，Google ChromeBook Pixel, Nokia N1 Tablet, Nexus 5x/6p,Pixel C，Asus Zen AiO，Lenovo Zuk Z1，HP Pavilion X2，and other devices with USB Type C Connector.', 'USB C to USB Type A cable, universal charging with your legacy USB Hub, PCs and chargers, no need to change another charger adapter for your new USB C devices.', ""Warranty:1-year free replacement guarantee.And please don't hesitate to contact us if you have any questions or concerns.""]"
386,B01DC1Y43W,0,0,0,0,0
387,B019MR4Y3U,0,0,0,0,0
388,B01BIAZ1PE,"Supershieldz for Apple iPad Air 2 and iPad Air 1 (9.7 inch) (Not Fit for iPad Air 3) Tempered Glass Screen Protector, Anti Scratch, Bubble Free",4.3 out of 5 stars,684 ratings,"['Electronics', 'Computers & Accessories', 'Tablet Accessories', 'Screen Protectors']","['Make sure this fits\nby entering your model number.', 'Made from the high quality tempered-glass for maximum scratch protection and no residue when removed', '2.5D Rounded Edge Glass for comfort on the fingers and hand', '9H Hardness, 99.99% HD Clarity, and Maintains the Original Touch Experience', 'Hydrophobic and Oleo-phobic coating to reduce sweat and reduce fingerprints', 'Protected by Supershieldz No-Hassle Lifetime Replacement Warranty']"
389,B019DT52FG,"AIVN USB 3.1 Braided Type C Cable Fast Charging, Wrapped Cord Tangle Free 3.3FT(1m) USB-C to USB-A Cable for Apple New MacBook, Chromebook Pixel, Nexus 5X 6P",4.9 out of 5 stars,219 ratings,"['Electronics', 'Computers & Accessories', 'Computer Accessories & Peripherals', 'Cables & Interconnects', 'USB Cables']","['Make sure this fits\nby entering your model number.', 'Latest Style USB 3.1 Type C Connector. Verified Compatibility and Safety by CheckR APP. Compatible with the 2015 MacBook , 2015 Google Chromebook Pixel, HP Pavilion x2 , Nokia N1 , OnePlus 2 , Lenovo Zuk Z1 , Google Nexus 5X , 6P , Google Pixel, Microsoft Lumia 950, Microsoft Lumia 950 XL,Asus Zen AiO, ASUS ZenPad S 8.0 for transferring data or charging.', 'Hi-speed USB C to A Cable for Data sync, charging, Video. The Maximum Data Transfer Rate up to 10GBit/s, USB3.1 Standard', 'Fast Charging. Provide a Maximum of 100 W Electric Power.', 'The Nylon Fiber Cloth is Wound Tightly Around the Cord Lending it Superior Durability and Adding a Bit to its Flexibility. Nylon as a fabric happens to be waterproof with a high stress quotient so this AIVN cable can last really long.', 'AIVN Promises to You: USB3.1 Type C to Type A Cable Charger with 12 Months Quality Guarantee. In addition, each piece of Type C cable possesses Prompt & Satisfactory Customer Service!']"
390,B01CSG0OTU,"RicoRich 3 in 1 Card Reader,USB Type C, Micro-USB & USB Combo to 2-Slot TF/SD Card Reader OTG Card Adapter, Supporting Simultaneous Read and Write,for Nexus 6P, 2016, 2017 MacBook and More",4.2 out of 5 stars,84 ratings,"['Electronics', 'Computers & Accessories', 'Computer Accessories & Peripherals', 'Memory Card Accessories', 'Memory Card Readers']","['No drives required.Easy to use ,plug your devices in at once without drivers required', 'OTG supported.Read TF/SD card directly on your USB C , Micro USB OTG supported devices and other USB port device.Adding an memory card, turns your card reader into a U Flash Disk', 'Aluminum Shell.Slim,light and fashion design, portable and convenient for using', '3 in 1 : Compatible with USB C device,Micro USB OTG supported devices and USB port device.Such as Apple New Macbook 2015, Chromebook Pixel, Nexus 6P, Nexus 5X and more', 'Micro usb can be popped out by a push from the USB-A male connector']"
391,B018MYTF4W,"Acer Predator XB271HK bmiprz 27-inch IPS UHD (3840 x 2160) NVIDIA G-Sync Widescreen Display (2 x 2w speakers, 4- USB 3.0 Ports, HDMI & Display Port)",3.6 out of 5 stars,618 ratings,"['Electronics', 'Computers & Accessories', 'Monitors']","['No deductibles or added costs. Parts, labor and shipping included.', ""Power surge covered from day one. Other breakdowns covered after the manufacturer's warranty expires."", 'Includes 24/7 tech support - setup, connectivity issues, troubleshooting and much more.', ""File a claim online or by phone 24/7. If we can't repair it, we'll replace it or reimburse the purchase price with an Amazon e-gift card."", 'Plans are only valid for new or certified refurbished products purchased in the last 30 days with no pre-existing damage. Protection plan documents will be delivered via email within 24 hours of purchase.']"
392,B01DRZHP0C,"DIGIANT MP-3606 Professional Video Monopod 70"" Aluminum Telescopic DSLR Camera Monopod with Fluid Head and Tripod Base, Include Carrying Bag, Black",4.1 out of 5 stars,122 ratings,"['Electronics', 'Camera & Photo', 'Tripods & Monopods', 'Monopods']","['Make sure this fits\nby entering your model number.', 'Professional Video Head: 3-Way Pan Head with Quick Release Plate and Built-in Bubble View Levels pivots up to 180 degrees; 1/4""-20 & 3/8""-16 screws on the mounting plate,suitable for all SLR, DSLR, Video Cameras plus Camcorders up to 5kg /11 lbs', 'Compact Video Fluid Monopod: Quick Twist Lock Reliably Secures & Ensures Super-fast Set up with Rapid Rotation Movements, Great Operating Height 74-179cm /29""-70"" for Overhead Shooting', 'Camera Monopod with Feet : Swivel the Monopod 360°and Tilt 15°in any direction thanks to Ball Joint of Tripod Stand Base, Extra Stable with 23.8cm /9.4"" Retractable Feet', 'Ideal Travel Monopod Tripod Combo: Wrist strap and Foam Hand Grip for comfortable hold, Carrying bag included', 'Heavy Duty DSLR Monopod for Cameras: Carrying Bag Included | Tilt: -75° to +90° | Pan: 360° | Height: 74cm to 179cm| Max Load: 5kg /11 lbs| 2-year warranty']"
393,B01H31E036,"Headphone Stand, MOCREO Acrylic Dual Balance Headset Stand Gaming Headphone Holder/Mount/Hanger, Desktop Headset Holder/Mount/Hanger, Extra Thick",4.3 out of 5 stars,260 ratings,"['Electronics', 'Accessories & Supplies', 'Audio & Video Accessories', 'Headphone Accessories', 'Stands & Hangers']","['[Update] According to other feedback of our customers that the base is easy to break and the screw issue, we have improved the stand and the screw hole, the base of the stand is thicker and the package is much better to protect it from breaking. and much easier to assemble. Feel free to contact us for any issue.', '[Biderctional] Do you have two or more headphones but only one stand? Take this one! it allows you to place more than one headphones, and you do not have to hold the stand with your other hand when you hang or take your headphones.', ""[Safe and Tidy] The bent and longer hanger keep your headphones from dropping. Smooth edge keeps you safe from scratching. the base allows keep something small like keys there and won't have to worry about it rolling away off your desk and disappearing."", '[Detchable and Stable] The headphone stand is detachable. The screws and screwdriver were included in the package. so you no need to find the tool to assemble the headphone stand.', '[Universal Compatibility] With a height of 27cm ( 10.6 inches ), this headphone stand fits for any professional or DJ Headphones']"
394,B01D73XMXI,JC 4pcs High Power LED IR Array Illuminator IR Lamp Wide Angle for Night Vision CCTV and IP Camera with Power Adaptor,3.8 out of 5 stars,10 ratings,"['Electronics', 'Security & Surveillance', 'Motion Detectors']","['Make sure this fits\nby entering your model number.', 'Built-in 4pcs high power IR LEDs Array, Infrared Distance: 65feet (15-20meters)', '850nm wave length, automatically working in low light situation, wide angle, Plug&Play.', 'Great idea for use with CCTV cameras, IP cameras and other security and surveillance equipment. Weatherproof IP65 case for both indoor & outdoor use', 'Waterproof IP65 case for both indoor & outdoor use', 'Supply with 12V 1A DC input voltage, plug size5.5 x 2.1mm, power adapter included.Power supply. Qualified adapter could effectively reduce the defective rate of IR Illuminators during usage.']"
395,B01H5RHH1U,"Night Owl Security, 8 Channel 1080 Lite HD Analog Video Security System with 1 TB HDD (Black)",4.4 out of 5 stars,62 ratings,"['Electronics', 'Security & Surveillance', 'Surveillance Video Equipment']","['Make sure this fits\nby entering your model number.', 'Remote Access on your Smart Device - Easy QR Code Network Setup in less than 2 minutes - Owl Scan!', 'User video is never transmitted to our server nor any third party server, EVER. Once setup is complete, your cameras and smartphone operate as peer-to-peer devices.', ""Don't want to spend your time monitoring an empty room? No problem! Night Owl’s motion detection allows the system to record only when necessary."", 'This system records up to 1 year of video with its pre-installed 1TB security hard drive. If your needs change, you can always expand the system up to a 6TB internal SATA HDD.', 'Need help installing the system? Night Owl’s professional installation service has you covered. Contact InstallerNet at 1-800-806-5513 to receive a quote and make an appointment.']"
396,B019F6F1NK,Conference Recessed Power Strip Socket with 3 AC Outlets 2 USB Hubs 2.1A 3 Meters Power Cord Flat Plug Black Color,4.3 out of 5 stars,63 ratings,"['Electronics', 'Accessories & Supplies', 'Power Strips & Surge Protectors', 'Power Strips']","['[RECESSED MOUNTABLE POWER GROMMET] Easy to mounted in any desk table cabinet or sofa,save your space and make your place clear no any power cord dragged and wound in mess', '[FUNCTIONAL POWER STRIP WITH USB] 3 power outlets + 2 USB ports so you can charge multiple devices together.', '[SMART POWER STRIP WITH USB] the usb outlets with smart ID that can recognize and charger your devices according its capacity. Max Charges goes up to 5V 2.1A.', '[SAFETY GUARANTEED POWER STRIP] Built-in Anti-Fire ABS+PC Material, the quality and performance complying with UL/CUL Certification.', '[1 YEARS WARRANTY] We offer 1 year warranty for after sale services. Any problem you have during assemble or using, welcome to contact us freely.']"
397,B01FZ86VF4,"Samsung Galaxy Tab E 9.6 Case - Samsung Tab E 9.6 Case,Leafbook Ultra Stand Cover Case for Samsung Tab E Wi-Fi / Tab E Nook / Tab E Verizon 9.6-Inch(SM-T560 / T561 / T565 / T567V) , Bird",4.4 out of 5 stars,138 ratings,"['Electronics', 'Computers & Accessories', 'Tablet Accessories', 'Bags, Cases & Sleeves', 'Cases']","['Make sure this fits\nby entering your model number.', 'The tablet case designed specifically for Samsung Tab E Wi-Fi / Tab E Nook / Tab E Verizon 9.6-Inch Tablet 2015 released (Fit All Versions SM-T560 / T561 / T565 / T567V). Will Not support sleep/wake feature,Not Fit For other samsung galaxy tablets', 'The samsung galaxy tab e case has premium PU leather exterior and microfiber interior. Ultra slim and lightweight hard back design adds minimal bulk while protecting your precious galaxy tablet.', 'The samsung nook case has flip capability to transform the fire tablet case into a viewing stand when you use the samsung galaxy tablet case and the nook tablet.', 'The samsung tablet cover easy access to all features and controls when you use the samsung tablets.', 'Service Guarantee: All tab e 9.6 case by us have 12 months warranty for the case of the tablet samsung.Various colors are available to samsung tab e 9.6']"
