,asin,product_name,product_rating,product_rate_count,category,description
12,B01GO65PW6,"D1 Label Tape 45013 S0720530 Compatible for DYMO LabelManager 160 Black on White 1/2 Inch x 23 Feet, 3 Cartridges",4.3 out of 5 stars,3 ratings,"['Electronics', 'Accessories & Supplies', 'Office Electronics Accessories', 'Labeling Tapes']","['Make sure this fits\nby entering your model number.', '3 Pack High Quality Compatible 45013 Label Tape for Dymo Printers by Toprinting', 'COLOR: Black on White WIDTH: 1/2 inch (12mm) LENGTH: 23 feet (7m)', 'Printers available for LabelManager 100 120P 150 160 200 210D 220P 260P 280 300 350 350D 360D 400 420P 450 450D 500TS LabelManager PC PC2 PNP LabelManager Wireless PnP LabelPoint 100 150 200 250 300 350 LabelWriter 450 Duo LabelWriter 400 Duo RHINO 4200 5200 6000 LabelManager PC', 'Warranty: 2 years. Replacement for any quality-related problems. We have professional pre-sale and after-sale service team.', ""Toprinting label tape has passed many strict and professional tests which include Chemical and Water Resistance, Abrasion Resistance, Temperature Resistance, Fade Resistance, Easy to Peel, etc. Used in normal indoors and outdoors. Perfect for Audio, Video, Networking, Home, Theater, etc. Won't leave any trace or residue behind when peeled off the surfaces.""]"
13,B01GO967FW,0,0,0,0,0
14,B01GFHI1WU,Woodmin Compatible Exclusive Galaxy PU Leather Camera Case with Shoulder Strap for Fujifilm Instax Mini 9 8 8+ Camera (Galaxy),4.2 out of 5 stars,14 ratings,"['Electronics', 'Camera & Photo', 'Bags & Cases', 'Camera Cases']","['Make sure this fits\nby entering your model number.', 'The unique starry sky pattern camera case fits your instax mini 8 camera perfectly. Anybody who buys the camera needs this! All of the items are well made, of good quality. It had so many extras that you’ll squealing with excitement!', 'No longer worry about taking camera with you when going out because the case it protecting every part of the camera.', 'The camera case is very nice and feels pretty sturdy. It has a detachable flap that folds over the front of the camera. This case is so easy to use and get the camera in and out with one hand, which makes taking pictures a breeze.', 'Very solidly built with good, strong stitching and any clean-up should be easy with a slightly damp cloth. Fits quite well on the camera, and makes it easy to carry. Serves well to protect the camera.', 'Pretty neat! Designed as self-use and gift choice for instax Mini 8 camera users. Great for Birthday, Christmas, Wedding.']"
15,B01GKIVA6I,Cellphone and Landline Call Recording | DeciVibe Digital Voice Sound Recorder | for Smartphone and Celphone | Phone Audio Recorders | 50 Year Warranty,4.1 out of 5 stars,126 ratings,"['Electronics', 'Portable Audio & Video', 'Digital Voice Recorders']","['No deductibles or added costs. Parts, labor and shipping included.', ""Power surge covered from day one. Other breakdowns covered after the manufacturer's warranty expires."", 'Includes 24/7 tech support - setup, connectivity issues, troubleshooting and much more.', ""File a claim online or by phone 24/7. If we can't repair it, we'll replace it or reimburse the purchase price with an Amazon e-gift card."", 'Plans are only valid for new or certified refurbished products purchased in the last 30 days with no pre-existing damage. Protection plan documents will be delivered via email within 24 hours of purchase.']"
16,B01GLRX674,WD 4TB My Cloud Pro Series PR2100 Network Attached Storage - NAS - WDBBCL0040JBK-NESN,3.9 out of 5 stars,221 ratings,"['Electronics', 'Computers & Accessories', 'Data Storage', 'Network Attached Storage']","['No deductibles or added costs. Parts, labor and shipping included.', ""Power surge covered from day one. Other breakdowns covered after the manufacturer's warranty expires."", 'Includes 24/7 tech support - setup, connectivity issues, troubleshooting and much more.', ""File a claim online or by phone 24/7. If we can't repair it, we'll replace it or reimburse the purchase price with an Amazon e-gift card."", 'Plans are only valid for new or certified refurbished products purchased in the last 30 days with no pre-existing damage. Protection plan documents will be delivered via email within 24 hours of purchase.']"
17,B01F8FWSGA,Samsung Gear IconX 2016 Cordfree Fitness Earbuds with Activity Tracker - Black - Discontinued by Manufacturer,2.8 out of 5 stars,843 ratings,"['Electronics', 'Headphones', 'Earbud Headphones']","['No deductibles or added costs. Parts, labor and shipping included.', ""Drops, spills and cracked screens covered from day one. Other breakdowns covered after the manufacturer's warranty expires."", 'Includes 24/7 tech support - setup, connectivity issues, troubleshooting and much more.', ""File a claim online or by phone 24/7. If we can't repair it, we'll replace it or reimburse the purchase price with an Amazon e-gift card."", 'Plans are only valid for new or certified refurbished products purchased in the last 30 days with no pre-existing damage. Protection plan documents will be delivered via email within 24 hours of purchase.']"
18,B01G5I6Q94,"Corsair ML140 Pro LED, Blue, 140mm Premium Magnetic Levitation Cooling Fan CO-9050048-WW",4.0 out of 5 stars,55 ratings,"['Electronics', 'Computers & Accessories', 'Computer Components', 'Internal Components', 'Fans & Cooling', 'Case Fans']","['No deductibles or added costs. Parts, labor and shipping included.', ""Power surge covered from day one. Other breakdowns covered after the manufacturer's warranty expires."", 'Includes 24/7 tech support - setup, connectivity issues, troubleshooting and much more.', ""File a claim online or by phone 24/7. If we can't repair it, we'll replace it or reimburse the purchase price with an Amazon e-gift card."", 'Plans are only valid for new or certified refurbished products purchased in the last 30 days with no pre-existing damage. Protection plan documents will be delivered via email within 24 hours of purchase.']"
19,B01G1OQN2W,"MOTONG LCD Tempered Glass Screen Protector for Canon EOS 5D Mark II 5DM2 DSLR,9 H Hardness,0.3mm Thickness,Made from Real Glass (Tempered Glass)",4.6 out of 5 stars,15 ratings,"['Electronics', 'Camera & Photo', 'Accessories', 'Digital Camera Accessories', 'Screen Protector Foils']","['Note:This Canon EOS 5D Mark II Tempered Glass Screen Protector Compatible with Canon EOS 5D Mark II 5DM2 DSLR only.', 'Canon EOS 5D Mark IISelf-Healing, flexible, tough, military-grade thermoplastic urethane, designed to absorb impact. Screen protector is scratch-proof, puncture, UV resistant and will not yellow.', 'Canon EOS 5D MK II Screen Protector Easy, error-proof, and bubble-free installation. Liquid solution allows adjustments during installation. Significantly reduces dust, oil and fingerprint smudges.', 'Optically transparent, virtually invisible and HD clear screen protector with smooth glass-like surface and ""True Touch"" feel. A great alternative to a typical ""static cling"" PET screeen protector.', ""MOTONG Lifetime Warranty and don't worry about the problems once you order the product""]"
20,B01GA34FSS,"Gonine EH-67 AC Power Adapter Replacement for Nikon Coolpix L840, L830, L820, L810, L340, L330, L320, L310, L120, L110, L105, L100, Coolpix B500 Digital Cameras.",4.3 out of 5 stars,33 ratings,"['Electronics', 'Camera & Photo', 'Accessories', 'Batteries & Chargers', 'Adapters']","['Make sure this fits\nby entering your model number.', 'Compatible With: the following Camera Models: Nikon Coolpix L100 , L110, L120, L310, L320, L330 L810, L820, L830 L840, B500 Cameras.', 'PARAMETER: Worldwide Input Voltage: AC100 - 240V 50~60 Hz; Power Output: 5V - 2A.', 'FUNCTION: Portable and convenient compact AC adaptor allows you to power your camera from an AC outlet, Useful for lengthy studio shoots.', '100% Compatible with Original AC Power Adapter Kit, CE and FCC certified.', 'PACKING LIST: Kit includes 1* US AC Power Cord length 1.2M (47.2 IN), 1*EH-67 power adapter.']"
21,B01GC6LR84,Electop 2.5mm Male to 3.5mm(1/8 inch) Female Stereo Audio Jack Adapter Cable for Headphone,3.7 out of 5 stars,197 ratings,"['Electronics', 'Accessories & Supplies', 'Audio & Video Accessories', 'Headphone Accessories', 'Extension Cords']","['Make sure this fits\nby entering your model number.', 'Features: 2.5mm Male to 3.5mm Female Adapter; 2.5mm Male with 2 black rings, Without MIC function. Length：17cm;', 'Function: Let you use 3.5mm Headphone on 2.5mm devices. Perfect for listening to MP3s with universal 3.5mm earphones, speakers, etc.', 'Note: For audio/muisc output ONLY, audio input is NOT available(CANNOT be used to communicate). Many cell phones do not use a standard headset jack and you are forced to use their original earphones.', 'Reduce Electromagnetic Radiation (EMR) caused by cell phones and bluetooth headsets.', 'Clean natural pure audio sound with realism and clarity jitter-free stereo format signals.']"
22,B01F854ZPC,SLE 14.8V 40WH M5Y1k Battery for Dell Inspiron 3451 3551 5558 5758 M5Y1K Vostro 3458 3558 Inspiron 14 15 3000 Series,4.0 out of 5 stars,546 ratings,"['Electronics', 'Computers & Accessories', 'Laptop Accessories', 'Batteries']","['Battery Type: Li-ion, Cells: 4-cell,Capacity: 2600mAh; Voltage: 14.8V.〖NOTE:IT NOT Compatible Dell Inspiron 15-5551〗', 'Grade A Li-Polymer cells mitigate the risk of battery leakage and maximize output stability. Built-in circuit protection enhances safety of usage and extends battery life.', 'Model :D3451,Compatible Number: Dell Inspiron 14-5455 14-5459 15-3552 15-5555 15-5559 15-5758 ,Inspiron 3451 3551 5558 5758 M5Y1K GXVJ3 HD4J0 K185W WKRJ2 Vostro 3458 3558 Inspiron 14 15 3000 Series', 'One Year Warranty and 30 days money return guarantee,', 'Our Brand, SLE-TECH has been registered in US Intellectual Property Office USPTO: Reg.No.5,222,566;Any unauthorized seller will be report to Amazon and potentially take legal action by SLE-TECHeller will be report to Amazon and potentially take legal action by SLE-TECH']"
23,B01EJBAU6Y,"Godox V860II-S High-Speed Sync GN60 1/8000 2.4G TTL Li-on Battery Camera Flash Speedlite Compatible for Sony HVL-F60M, HVL-F43M, HVL-F32M,A7 A7R A7S A7II A7RII A58 A99 A6000 A6300 Camera",4.2 out of 5 stars,55 ratings,"['Electronics', 'Camera & Photo', 'Flashes', 'Shoe Mount Flashes']","['Make sure this fits\nby entering your model number.', 'Adopts Godox wireless X system, build-in 2.4G wireless transmission offers all-in-one functions and 100 meters further transmission distance', 'Fully support TTL functions, include TTL auto flash, manual flash, 1/8000 high-speed sync, flash exposure compensation, second curtain sync, etc.', 'As a master flash unit to control Sony camera flashes, as a slave flash unit under control of Sony camera flashes', 'Max. 1.5s recycle time & 650 full power pops, 2000mAh lithium batteries ensure better shooting performance.Guide Number (1/1 power @ 200mm): 60 (m ISO 100) / 190 (feet ISO 100)', 'Package Included: 1 x Godox V860II-S flash ,1 x Li-ion battery ,1 x Charger ,1 x Mini stand,1 x Protection case,1 x LETWING Cloth,1 x Softbox,1 x LETWING Color filter']"
24,B01E70SBB8,"GLCON Portable Protection Hard EVA Case for External Battery,Cell Phone,GPS,Hard Drive,USB/Charging Cable,Carrying Bag Mesh Inner Pocket,Zipper Enclosure n Durable Exterior,Universal Travel Pouch Bag",4.4 out of 5 stars,259 ratings,"['Electronics', 'Computers & Accessories', 'Computer Accessories & Peripherals', 'Hard Drive Accessories', 'Hard Drive Bags & Cases']","['Make sure this fits\nby entering your model number.', 'Made of Supreme Quality, Durable EVA Crush Resistant, Anti-Shock, Weather Resistant Material (Water Resistant)', 'Good as External Battery Case, Cell Phones Case(iPhone 6 6s 5s 5c 5 4, Galaxy Phones and Other Smart Phones), Mobile Disk Case, Carrying Bag for iPod Shuffle, MP3 Player, MP4 Player, Charging Cable, Earphones, Memory Cards, USB Flash Drive ,Lens Filter, Keys, Purse, Coins, Bank Credit Card, etc', 'Sturdy Protective Case, Mesh Style with Zipper Enclosure, Inner Pocket secures item from movement, soft retractable strap interior to hold your cell phone, Hard disk, Battery, earphones tightly and Durable Exterior Pouch Bag', 'Ultra Portable and Durable, Lightweight and good size for handhold, it can also be put in a backpack, Hand Case, Computer Bag', 'Durable and Compact, 6.6"" x 3.4"" x 1.8"" inches in Size (External), 6.16"" X 3.01"" X 0.66"" inches in internal size, functional hard case keeps your items safe (Please be aware of the size of your Power Bank, Cell Phone, External Hard Driver etc before you place order to avoid mismatched size of Carrying case)']"
25,B01F5EE0DS,"Zhiyun SMOOTH-II 2 3 Axis Handheld Stabilizer Camera Mount for Smartphone within 6.4"" Screen with TARION Colth",3.4 out of 5 stars,52 ratings,"['Electronics', 'Camera & Photo', 'Accessories', 'Professional Video Accessories', 'Stabilizers']","['Make sure this fits\nby entering your model number.', 'Offers Full 360 Degrees Rotation Along the Pan Axis, and comes with a 5-Way Joystick to adjust your angle accordingly.', 'Supports wireless control via bluetooth by using the Zhiyun app on iOS or Android devices. Also supports the Zhiyun Remote for remote pan and tilt functionality.', 'Average 5-Hour battery life (your battery life may differ). Charging your phone while using the gimbal is also supported (audio jack may not be accessible on all phones after mounting).', '1/4""-20 Mounting Thread on the bottom of the gimbal supports any 1/4"" threaded accessories, such as extension rods or mounts.', 'Embedded with Reverse Circuit Discharge Protection, which prevents the gimbal from malfunctioning if the motors are over-strained.']"
26,B01F1IAOZG,0,0,0,0,0
27,B01FQUAR1K,Replacement Headphone Audio Cable Cord for Bose Around Ear AE2 AE2i Headphones (Standard),3.5 out of 5 stars,136 ratings,"['Electronics', 'Accessories & Supplies', 'Audio & Video Accessories', 'Headphone Accessories', 'Extension Cords']","['Color: Black. Cable Length: 56 inches', 'Features silver plated connectors, Tangle free design', 'Fit for BOSE Around Ear AE2 AE2i Headphones', 'Solid build quality, Superb sound quality & High cold tolerance.', 'Package Included: Headphone Cable * 1']"
28,B01F3CSR1I,Cat6 Ethernet Cable Flat 25ft (Black and White) (at a Cat5e Price but Higher Bandwidth) Internet Network Cable - Cat 6 Ethernet Patch Cable Short - Computer Cable with Snagless RJ45 Connectors,4.6 out of 5 stars,166 ratings,"['Electronics', 'Computers & Accessories', 'Computer Accessories & Peripherals', 'Cables & Interconnects', 'Ethernet Cables', 'Cat 6 Cables']","['Make sure this fits\nby entering your model number.', '✔Cat6 patch cable connects all the hardware destinations on a Gigabit Local Area Network (LAN), such as PCs, computer servers, printers, routers, switch boxes, network media players, NAS, VoIP phones, PoE devices, and more; Supports: Gigabit 1000 BASE-T; 100 BASE-T; 10 BASE-T .Meets or exceeds Category 6 performance in compliance with the TIA/EIA 568-C.2 standard', '✔HIGH SPEED - Cat6 cable with high bandwidth of up to 250 MHz and 1Gbps guarantees high-speed data transfer for server applications, cloud storage, online HD video streaming and gaming', '✔Flat Cat 6 cable design helps avoid tangled cords and saves space.Flat Ethernet cable is super flexible when run under the carpet or bent in the plane of its thin cross-section such as doors, rotating arms, drawers etc', '✔UTP(Unshielded Twisted Pair) patch cable with RJ45 gold-plated Connectors are made of 100% bare copper wire, ensure minimal noise and interference', '✔Lifetime Support - If you are not satisfied with your cable, then please do not hesitate to reach out at any time.Our friendly customer service are always standing by to help.']"
29,B01FLPIKDW,"6 Pack Standard D1 Labeling Tapes Compatible for DYMO 45013 S0720530 D1 Label Cassette for Dymo LabelManager 160 450D 210D 360D, 12mm x 7m, Black on White……",4.4 out of 5 stars,4 ratings,"['Electronics', 'Accessories & Supplies', 'Office Electronics Accessories', 'Labeling Tapes']","['Make sure this fits\nby entering your model number.', 'Sold by Greateam. 100% compatible for DYMO D1 45013. High quality. Shipping from United States.', 'Color: Black on White. Size: 12mm (1/2"") x 7m (23ft). Quantity: 6 pack. Material: ABS.', 'Use for: DYMO 2000, DYMO 3500, DYMO 4500, LabelManager 100, LabelManager 120P, LabelManager 150, LabelManager 160, LabelManager 210D, LabelManager 220P, LabelManager 260D, LabelManager 280, LabelManager 420P, LabelManager450, LabelManager 450D, LabelPoint 100, LabelPoint 150, LabelPoint 200, LabelPoint 250, LabelPoint 300, LabelPoint 350, LabelManager PnP, LabelWriter Duo etc.', 'Easy to peel, durable, scratch, chemical resistant, resists fading, abrasion and damage from water, heat or cold. No sticky residue when removed. Perfect for indoor and outdoor use, get your home organized, help you organize your workplace efficiently and so on.', 'Certified in conformity with ISO9001 and ISO14001, certified by SGS, ROHS. 12 month warranty against manufacturer defects and quality related issues.']"
30,B01G4QF1UC,Yonisun 5pcs Black Color Key Puller Keycap Puller/Key Cap Remover for Mechanical Keyboard,4.0 out of 5 stars,47 ratings,"['Electronics', 'Computers & Accessories']","['Make sure this fits\nby entering your model number.', 'Package included: 5pcs', 'Material: plastic', 'Color: black', 'Use for removing mechanical keyboard']"
31,B01H4CFXZ8,0,0,0,0,0
32,B01FGZDJPQ,[Independent control switch] SISUN Aluminum USB 3.0 5 bay 3.5 inch SATA Hard Drive Enclosure Support 5 x 12TB Drive + 2x USB3.0 HUB (USB 3.0 / 5 Bay Hard Drive Enclosure-Black),4.4 out of 5 stars,55 ratings,"['Electronics', 'Computers & Accessories', 'Computer Accessories & Peripherals', 'Hard Drive Accessories', 'Hard Drive Enclosures']","['Your Rescue Plan documents will be delivered to you via email only to the address associated with your Amazon.com account and can be found in your account message center within the Buyer/Seller Messages.', 'If your drive stops working, the Rescue data recovery plan will recover the data from the failed drive and return it to you on a new piece of external storage', 'Covers new single-disk external hard drives of any brand when purchased within 30 days (receipt must be retained for purchases not on the same transaction). Not eligible on enterprise class or multi-drive devices', 'Free shipping for in–lab data recovery; 24/7 online case status tracking', 'If your data isn’t recovered, you get your money back']"
33,B01GR8E3EM,Elelink SD / TF Card Reader with Micro USB OTG / USB C OTG Interface for PC / Android / USB C Devices,4.0 out of 5 stars,119 ratings,"['Electronics', 'Computers & Accessories', 'Computer Accessories & Peripherals', 'Memory Card Accessories', 'Memory Card Readers']","['Make sure this fits\nby entering your model number.', 'USB 3.0 CARD READER: Enables to transfer data at rates of up to 5Gbps for shorter sync time. Backwards compatible with USB 2.0 and USB 1.1', 'USB C OTG / Micro USB OTG ADAPTER: Transfer files, pictures, videos from TF/SD card to your PC, Android cell phone, Android tablet, and USB C laptops, cell phones, tablets conveniently. Adding an extra memory card to your OTG cellphones to storage more movies, pictures, music and enjoy them freely', 'ALL IN ONE CARD READER: Support to read/write SDXC, SDHC, SD, MMC, RS-MMC, Micro SDXC, Micro SD, Micro SDHC Card and UHS-I Cards', 'SLIM AND PORTABLE DESIGN: Size 2.75x0.82x0.35 inch. Easy to take. Aluminum alloy cover makes it durable and resistant soiling. Plug and play, no driver required', 'WIDE COMPATIBILITY: Standard USB plug (type A), micro USB plug (type B) and USB C plug (Type C) combination, making this card reader compatible with all tablets and Android/ USB C smartphones that support OTG function']"
